volatile_acidity,citric_acid,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
0.16,0.37,0.025,107.0,0.99306,2.93,0.37,11.9,6
0.12,0.33,0.038,131.0,0.99164,3.25,0.45,9.8,5
0.24,0.38,0.027,90.0,0.98926,3.24,0.36,12.3,6
0.1,0.41,0.04,76.0,0.98988,3.14,0.56,11.4,7
0.21,0.4,0.041,115.0,0.99268,3.21,0.43,11.0,6
0.3,0.59,0.046,70.0,0.99373,3.06,0.56,10.8,4
0.18,0.37,0.027,125.0,0.98939,3.24,0.37,12.8,7
0.17,0.36,0.055,123.0,0.99318,3.11,0.5,11.0,8
0.19,0.33,0.035,148.0,0.99196,3.15,0.36,10.2,5
0.28,0.3,0.026,114.0,0.98952,3.32,0.6,12.5,7
0.24,0.44,0.037,146.0,0.9911,3.06,0.37,11.6,6
0.16,0.37,0.025,107.0,0.99306,2.93,0.37,11.9,6
0.12,0.33,0.038,131.0,0.99164,3.25,0.45,9.8,5
0.16,0.32,0.036,89.0,0.99111,3.26,0.48,11.0,5
0.21,0.42,0.037,123.0,0.99321,3.14,0.52,10.9,6
0.22,0.38,0.044,127.0,0.99326,2.97,0.3,11.0,7
0.34,0.44,0.027,126.0,0.99124,2.96,0.37,12.5,6
0.22,0.38,0.044,127.0,0.99326,2.97,0.3,11.0,7
0.21,0.4,0.032,121.0,0.99214,3.18,0.53,12.0,7
0.31,0.36,0.031,145.0,0.9897,3.14,0.31,12.4,7
0.34,0.44,0.027,126.0,0.99124,2.96,0.37,12.5,6
0.42,0.34,0.022,97.0,0.98915,3.22,0.38,12.8,7
0.22,0.38,0.044,127.0,0.99326,2.97,0.3,11.0,7
0.28,0.34,0.035,177.0,0.99692,3.33,0.43,9.1,5
0.45,0.36,0.033,156.0,0.991,3.11,0.4,12.4,7
0.29,0.39,0.031,98.0,0.9913,3.15,0.8,12.9,7
0.21,0.42,0.045,126.0,0.99234,3.09,0.87,10.9,6
0.25,0.24,0.045,164.0,0.99402,3.53,0.58,10.8,5
0.21,0.34,0.04,142.0,0.99678,3.11,0.38,10.6,5
0.33,0.23,0.053,106.0,0.99458,3.13,0.52,9.0,5
0.3,0.44,0.043,154.0,0.99452,3.04,0.33,12.0,6
0.24,0.32,0.041,131.0,0.99033,3.25,0.35,11.8,5
0.18,0.45,0.041,158.0,0.9927,3.01,0.38,10.6,6
0.335,0.2,0.033,74.0,0.99002,3.34,0.48,12.3,6
0.14,0.33,0.104,54.0,0.99057,3.19,0.64,11.5,6
0.13,0.46,0.044,111.0,0.99127,2.97,0.45,11.1,5
0.33,0.23,0.053,106.0,0.99458,3.13,0.52,9.0,5
0.29,0.25,0.142,111.0,0.9927,3.0,0.44,9.9,4
0.35,0.31,0.036,92.0,0.98938,3.27,0.53,12.8,7
0.38,0.53,0.102,76.0,0.99001,2.93,0.57,12.9,5
0.24,0.38,0.034,74.0,0.99386,3.1,0.57,12.9,6
0.16,0.34,0.037,115.0,0.9899,3.01,0.68,12.0,6
0.3,0.44,0.043,154.0,0.99452,3.04,0.33,12.0,6
0.15,0.28,0.045,151.0,0.9913,3.22,0.27,11.2,6
0.33,0.4,0.041,86.0,0.98916,3.11,0.39,13.3,7
0.2,0.3,0.046,125.0,0.99276,3.34,0.5,9.9,6
0.27,0.37,0.055,192.0,0.99586,3.11,0.52,9.5,6
0.27,0.42,0.054,200.0,0.99556,3.12,0.49,9.4,6
0.2,0.26,0.047,119.0,0.99158,3.48,0.6,11.0,7
0.13,0.57,0.056,150.0,0.99548,2.96,0.43,9.4,6
0.21,0.37,0.038,107.0,0.99206,2.98,0.82,11.5,6
0.31,0.32,0.038,79.0,0.99412,3.14,0.34,12.5,5
0.2,0.29,0.035,93.0,0.99364,3.18,0.34,11.9,6
0.25,0.34,0.054,141.0,0.99338,3.26,0.47,10.4,6
0.15,0.28,0.045,151.0,0.9913,3.22,0.27,11.2,6
0.22,0.39,0.035,141.0,0.99123,3.11,0.33,12.5,6
0.23,0.35,0.039,147.0,0.99216,3.18,0.4,11.0,7
0.27,0.29,0.059,115.0,0.99328,3.09,0.37,9.8,5
0.34,0.24,0.034,99.0,0.99031,3.1,0.4,12.3,7
0.16,0.42,0.036,113.0,0.9908,3.18,0.52,11.0,6
0.3,0.42,0.036,113.0,0.98871,3.1,0.46,12.6,7
0.29,0.35,0.036,109.0,0.99119,3.31,0.62,11.6,6
0.34,0.24,0.034,99.0,0.99031,3.1,0.4,12.3,7
0.21,0.36,0.02,86.0,0.99146,3.19,0.22,13.4,7
0.27,0.29,0.059,115.0,0.99328,3.09,0.37,9.8,5
0.22,0.41,0.034,116.0,0.99245,3.18,0.46,11.5,6
0.27,0.49,0.037,139.0,0.99116,3.04,0.38,11.6,6
0.25,0.37,0.039,147.0,0.9921,3.18,0.4,11.1,7
0.23,0.35,0.039,147.0,0.99216,3.18,0.4,11.0,7
0.13,0.45,0.043,131.0,0.99162,3.06,0.54,11.3,6
0.24,0.37,0.043,173.0,0.99632,3.08,0.53,9.9,6
0.26,0.37,0.025,105.0,0.99082,3.06,0.33,12.6,8
0.3,0.16,0.029,100.0,0.9905,3.3,0.36,11.8,8
0.38,0.4,0.042,201.0,0.99177,3.03,0.5,11.4,5
0.19,0.31,0.045,193.0,0.9986,3.1,0.5,9.2,6
0.19,0.31,0.045,193.0,0.9986,3.1,0.5,9.2,6
0.19,0.31,0.045,193.0,0.9986,3.1,0.5,9.2,6
0.19,0.31,0.045,193.0,0.9986,3.1,0.5,9.2,6
0.19,0.31,0.045,193.0,0.9986,3.1,0.5,9.2,6
0.19,0.31,0.045,193.0,0.9986,3.1,0.5,9.2,6
0.32,0.32,0.03,101.0,0.98923,3.21,0.42,13.0,5
0.19,0.32,0.047,193.0,1.00014,3.1,0.5,9.3,7
0.26,0.31,0.03,92.0,0.99026,3.22,0.62,12.6,8
0.24,0.12,0.035,247.0,0.99358,3.34,0.44,9.6,6
0.215,0.23,0.041,157.0,0.99688,3.42,0.44,8.0,3
0.24,0.32,0.03,105.0,0.99407,3.11,0.42,11.8,6
0.23,0.2,0.043,154.0,0.99226,3.21,0.39,10.2,6
0.33,0.36,0.051,126.0,0.99097,3.32,0.53,12.7,6
0.38,0.36,0.061,214.0,0.9976,3.31,0.56,9.4,5
0.15,0.29,0.044,115.0,0.99166,3.1,0.38,10.2,5
0.32,0.34,0.044,91.0,0.99184,3.28,0.6,12.0,7
0.22,0.32,0.045,100.0,0.99135,3.08,0.6,11.3,7
0.23,0.32,0.038,118.0,0.99074,3.32,0.53,11.8,7
0.22,0.31,0.039,129.0,0.99193,3.45,0.59,10.9,5
0.48,0.02,0.043,99.0,0.99226,3.14,0.47,9.8,4
0.23,0.3,0.06,154.0,0.99142,3.23,0.49,12.2,8
0.16,0.25,0.057,125.0,0.99091,3.23,0.44,11.1,7
0.38,0.36,0.061,214.0,0.9976,3.31,0.56,9.4,5
0.16,0.32,0.065,140.0,0.99134,3.06,0.47,11.4,6
0.15,0.29,0.044,115.0,0.99166,3.1,0.38,10.2,5
0.32,0.3,0.051,127.0,0.98964,3.13,0.52,12.8,6
0.12,0.36,0.039,125.0,0.99229,3.07,0.67,10.1,7
0.2,0.14,0.184,168.0,0.99396,2.93,0.45,9.4,6
0.34,0.25,0.035,103.0,0.99148,2.91,0.23,12.2,6
0.21,0.31,0.046,121.0,0.9913,3.07,0.65,10.9,7
0.23,0.31,0.047,122.0,0.99126,3.06,0.64,10.9,7
0.21,0.31,0.046,121.0,0.9913,3.07,0.65,10.9,7
0.2,0.14,0.184,168.0,0.99396,2.93,0.45,9.4,6
0.28,0.42,0.044,196.0,0.99562,3.14,0.48,9.4,5
0.25,0.37,0.043,80.0,0.99128,3.08,0.38,11.4,5
0.12,0.33,0.044,73.0,0.98896,3.17,0.32,12.9,8
0.28,0.41,0.046,194.0,0.99558,3.14,0.48,9.4,5
0.17,0.35,0.04,84.0,0.98961,2.91,0.57,12.0,7
0.25,0.28,0.043,113.0,0.99338,3.38,0.56,10.1,6
0.28,0.41,0.046,194.0,0.99558,3.14,0.48,9.4,5
0.28,0.42,0.044,196.0,0.99562,3.14,0.48,9.4,5
0.25,0.5,0.047,184.0,0.99572,3.17,0.45,9.2,5
0.24,0.35,0.039,109.0,0.99056,3.34,0.44,11.8,6
0.32,0.32,0.029,105.0,0.99146,3.0,0.34,12.3,7
0.25,0.37,0.043,80.0,0.99128,3.08,0.38,11.4,5
0.12,0.33,0.044,73.0,0.98896,3.17,0.32,12.9,8
0.24,0.28,0.032,91.0,0.99172,3.13,0.32,12.3,6
0.22,0.34,0.032,93.0,0.99012,3.27,0.36,13.5,7
0.32,0.3,0.033,142.0,0.98912,3.29,0.42,12.8,7
0.19,0.29,0.022,96.0,0.98902,3.04,0.54,12.8,7
0.32,0.3,0.033,142.0,0.98912,3.29,0.42,12.8,7
0.24,0.29,0.037,208.0,0.99395,2.9,0.38,11.0,3
0.35,0.28,0.039,124.0,0.99539,3.2,0.43,10.6,6
0.46,0.27,0.039,96.0,0.99129,3.16,0.44,12.4,7
0.3,0.29,0.048,142.0,0.98956,3.22,0.46,12.9,7
0.19,0.29,0.047,152.0,0.9916,3.54,0.59,11.1,7
0.24,0.28,0.032,95.0,0.98889,3.08,0.64,12.9,7
0.145,0.33,0.042,64.0,0.99012,3.1,0.37,11.8,7
0.435,0.38,0.058,243.0,0.99833,3.23,0.54,9.1,6
0.18,0.37,0.036,74.0,0.98853,3.09,0.49,12.7,7
0.18,0.37,0.036,96.0,0.98942,3.16,0.48,12.0,6
0.32,0.32,0.043,105.0,0.99266,3.24,0.47,11.2,6
0.16,0.35,0.042,105.0,0.98962,3.19,0.75,12.4,7
0.21,0.28,0.047,148.0,0.99168,3.5,0.49,10.4,5
0.29,0.36,0.05,124.0,0.9968,3.06,0.54,10.4,5
0.26,0.33,0.04,80.0,0.98934,3.29,0.5,12.7,6
0.26,0.3,0.039,105.0,0.98995,3.48,0.52,12.5,7
0.17,0.31,0.037,103.0,0.991,3.14,0.5,12.0,6
0.17,0.3,0.047,117.0,0.99152,3.16,0.51,11.6,6
0.25,0.28,0.035,126.0,0.99048,3.12,0.38,12.6,7
0.17,0.28,0.042,178.0,0.99204,3.15,0.42,10.2,5
0.17,0.36,0.036,70.0,0.99202,3.43,0.68,10.4,7
0.24,0.29,0.038,122.0,0.9906,3.3,0.42,11.5,5
0.21,0.34,0.049,112.0,0.99091,3.02,0.5,11.0,6
0.23,0.33,0.048,176.0,0.99472,3.11,0.52,10.1,6
0.23,0.32,0.046,159.0,0.99452,3.08,0.52,10.5,6
0.22,0.28,0.059,151.0,0.99177,3.23,0.41,12.1,7
0.165,0.22,0.047,146.0,0.9934,3.18,0.55,9.9,6
0.425,0.25,0.034,87.0,0.99082,3.05,0.41,11.4,6
0.38,0.29,0.048,189.0,0.99784,3.0,0.6,9.5,6
0.38,0.29,0.048,189.0,0.99784,3.0,0.6,9.5,6
0.38,0.29,0.048,189.0,0.99784,3.0,0.6,9.5,6
0.27,0.28,0.046,41.0,0.99665,3.17,0.39,10.9,6
0.17,0.27,0.05,98.0,0.99422,3.08,0.47,9.5,6
0.3,0.31,0.048,125.0,0.98999,3.32,0.54,12.6,6
0.17,0.27,0.05,98.0,0.99422,3.08,0.47,9.5,6
0.26,0.32,0.059,104.0,0.99254,3.18,0.42,11.1,5
0.36,0.28,0.048,189.0,0.99782,3.0,0.6,9.5,7
0.38,0.29,0.048,189.0,0.99784,3.0,0.6,9.5,6
0.18,0.24,0.058,188.0,0.9952,3.13,0.51,10.6,6
0.18,0.24,0.057,185.0,0.99519,3.12,0.5,10.6,6
0.16,0.21,0.055,157.0,0.99384,3.15,0.52,10.8,6
0.27,0.28,0.046,41.0,0.99665,3.17,0.39,10.9,6
0.17,0.27,0.047,101.0,0.99596,3.34,0.5,9.9,6
0.22,0.28,0.06,132.0,0.9935,3.08,0.59,11.3,6
0.22,0.28,0.034,90.0,0.98862,3.22,0.38,12.6,6
0.36,0.28,0.034,81.0,0.99151,2.96,0.39,12.5,6
0.43,0.28,0.032,87.0,0.9922,3.02,0.38,12.4,6
0.2,0.28,0.038,132.0,0.99426,3.31,0.57,11.8,7
0.32,0.23,0.026,119.0,0.99168,3.18,0.53,12.2,6
0.2,0.28,0.048,136.0,0.99556,3.19,0.37,10.7,6
0.22,0.33,0.033,97.0,0.99356,3.17,0.42,11.3,7
0.36,0.28,0.034,81.0,0.99151,2.96,0.39,12.5,6
0.43,0.28,0.032,87.0,0.9922,3.02,0.38,12.4,6
0.18,0.49,0.033,72.0,0.99072,3.05,0.53,11.3,7
0.17,0.27,0.047,101.0,0.99596,3.34,0.5,9.9,6
0.22,0.28,0.06,132.0,0.9935,3.08,0.59,11.3,6
0.22,0.28,0.034,90.0,0.98862,3.22,0.38,12.6,6
0.2,0.26,0.033,67.0,0.98954,3.14,0.38,11.5,6
0.2,0.26,0.033,76.0,0.99076,2.98,0.49,12.3,7
0.3,0.21,0.032,111.0,0.9889,2.97,0.42,12.2,6
0.29,0.25,0.033,114.0,0.98794,3.08,0.43,13.2,6
0.18,0.28,0.041,161.0,0.99207,3.13,0.45,10.2,6
0.22,0.28,0.039,117.0,0.99355,3.05,0.55,11.5,7
0.29,0.25,0.033,114.0,0.98794,3.08,0.43,13.2,6
0.3,0.21,0.032,111.0,0.9889,2.97,0.42,12.2,6
0.15,0.26,0.051,139.0,0.99336,3.47,0.5,11.0,6
0.28,0.24,0.034,121.0,0.98882,2.98,0.43,13.2,7
0.19,0.21,0.045,135.0,0.99341,3.32,0.44,9.5,5
0.22,0.26,0.047,132.0,0.997,3.25,0.53,10.2,6
0.18,0.28,0.041,161.0,0.99207,3.13,0.45,10.2,6
0.4,0.25,0.05,189.0,0.99174,3.0,0.55,11.4,6
0.28,0.27,0.03,140.0,0.99042,3.16,0.42,12.5,8
0.36,0.49,0.046,221.0,0.9984,3.01,0.43,9.2,5
0.28,0.34,0.04,121.0,0.99111,3.28,0.48,12.1,7
0.19,0.35,0.045,125.0,0.9933,3.1,0.44,10.7,7
0.28,0.34,0.04,121.0,0.99111,3.28,0.48,12.1,7
0.22,0.32,0.046,156.0,0.99316,3.38,0.55,11.2,6
0.23,0.3,0.044,179.0,0.9946,3.25,0.56,10.6,6
0.32,0.31,0.037,126.0,0.99,3.06,0.45,11.8,6
0.28,0.27,0.03,140.0,0.99042,3.16,0.42,12.5,8
0.36,0.49,0.046,221.0,0.9984,3.01,0.43,9.2,5
0.39,0.35,0.096,80.0,0.99016,2.95,0.54,12.6,6
0.24,0.3,0.026,77.0,0.99381,3.13,0.55,12.8,7
0.29,0.3,0.026,112.0,0.99144,3.0,0.37,12.3,6
0.28,0.3,0.026,113.0,0.99139,2.99,0.38,12.3,8
0.38,0.26,0.036,91.0,0.9919,2.98,0.37,12.4,6
0.28,0.3,0.03,115.0,0.99192,2.93,0.42,12.3,6
0.25,0.45,0.048,188.0,0.99576,3.2,0.53,9.1,5
0.26,0.46,0.047,186.0,0.9958,3.2,0.54,9.1,5
0.29,0.28,0.032,138.0,0.9951,3.1,0.47,10.6,6
0.19,0.29,0.042,189.0,0.99304,3.19,0.47,10.3,6
0.33,0.32,0.052,183.0,0.99657,3.39,0.65,9.5,5
0.32,0.33,0.037,95.0,0.99268,3.25,0.49,11.1,6
0.46,0.18,0.054,143.0,0.99392,3.12,0.51,10.8,6
0.19,0.3,0.028,120.0,0.99242,2.94,0.47,11.2,5
0.46,0.18,0.054,143.0,0.99392,3.12,0.51,10.8,6
0.27,0.25,0.024,99.0,0.9925,2.87,0.49,11.4,5
0.18,0.28,0.034,94.0,0.99092,3.21,0.52,11.2,6
0.15,0.32,0.037,119.0,0.99137,3.19,0.5,10.2,6
0.32,0.33,0.037,95.0,0.99268,3.25,0.49,11.1,6
0.33,0.32,0.052,183.0,0.99657,3.39,0.65,9.5,5
0.32,0.3,0.041,192.0,0.99642,3.12,0.49,10.2,6
0.23,0.35,0.051,111.0,0.9916,3.37,0.43,11.0,3
0.3,0.35,0.032,148.0,0.99458,3.15,0.45,11.5,7
0.14,0.17,0.036,127.0,0.99373,3.05,0.57,9.8,6
0.24,0.29,0.042,157.0,0.99586,3.11,0.51,10.1,6
0.21,0.48,0.05,195.0,0.99942,2.95,0.75,8.8,6
0.3,0.35,0.032,148.0,0.99458,3.15,0.45,11.5,7
0.3,0.3,0.031,163.0,0.9895,3.39,0.43,12.7,7
0.37,0.4,0.032,214.0,0.9963,3.1,0.51,9.8,6
0.64,0.3,0.03,76.0,0.9892,3.16,0.6,12.9,4
0.37,0.4,0.032,214.0,0.9963,3.1,0.51,9.8,6
0.3,0.3,0.031,163.0,0.9895,3.39,0.43,12.7,7
0.28,0.49,0.06,145.0,1.00196,3.01,0.44,8.5,5
0.29,0.28,0.059,81.0,0.99036,3.24,0.56,12.7,8
0.28,0.28,0.026,105.0,0.989,2.98,0.64,13.1,8
0.18,0.39,0.051,156.0,0.99947,3.35,0.78,9.1,5
0.32,0.27,0.034,122.0,0.9916,3.36,0.71,12.5,6
0.17,0.4,0.047,156.0,0.99945,3.34,0.78,9.1,6
0.17,0.4,0.047,156.0,0.99945,3.34,0.78,9.1,6
0.24,0.26,0.039,162.0,0.99375,3.33,0.5,11.2,6
0.32,0.27,0.034,122.0,0.9916,3.36,0.71,12.5,6
0.18,0.39,0.051,156.0,0.99947,3.35,0.78,9.1,5
0.17,0.4,0.047,156.0,0.99945,3.34,0.78,9.1,6
0.18,0.39,0.047,158.0,0.99946,3.34,0.77,9.1,6
0.29,0.29,0.044,117.0,0.99153,3.24,0.35,11.5,5
0.255,0.27,0.037,86.0,0.98834,3.05,0.59,12.9,7
0.34,0.29,0.076,92.0,0.99138,2.95,0.39,12.5,6
0.24,0.28,0.034,83.0,0.98928,3.25,0.33,12.3,6
0.24,0.23,0.041,97.0,0.99246,3.1,0.85,11.4,6
0.4,0.22,0.052,113.0,0.99576,3.22,0.45,9.4,5
0.3,0.44,0.057,224.0,0.99956,3.11,0.53,9.1,5
0.4,0.22,0.052,113.0,0.99576,3.22,0.45,9.4,5
0.17,0.32,0.04,106.0,0.99026,3.16,0.66,12.0,5
0.25,0.28,0.04,111.0,0.99174,3.18,0.53,11.1,5
0.27,0.27,0.035,97.0,0.99058,3.1,0.33,11.8,7
0.16,0.22,0.042,106.0,0.9905,3.24,0.32,11.4,6
0.3,0.44,0.057,224.0,0.99956,3.11,0.53,9.1,5
0.15,0.32,0.033,128.0,0.99192,3.19,0.71,12.1,8
0.34,0.3,0.057,178.0,0.99554,3.15,0.44,10.4,6
0.17,0.29,0.044,98.0,0.99536,3.12,0.36,9.2,6
0.47,0.29,0.034,134.0,0.99056,3.29,0.46,13.0,7
0.15,0.32,0.033,128.0,0.99192,3.19,0.71,12.1,8
0.21,0.29,0.029,106.0,0.99112,2.93,0.43,11.5,7
0.21,0.29,0.029,106.0,0.99112,2.93,0.43,11.5,7
0.24,0.48,0.047,134.0,0.99616,3.23,0.7,10.0,5
0.34,0.3,0.038,89.0,0.99266,3.25,0.49,11.1,6
0.54,0.0,0.033,107.0,0.98918,3.26,0.35,12.4,5
0.23,0.24,0.031,86.0,0.98926,2.9,0.38,12.2,6
0.39,0.13,0.042,172.0,0.99114,3.06,0.52,10.6,5
0.105,0.31,0.037,145.0,0.9912,3.41,0.41,11.1,7
0.32,0.2,0.027,123.0,0.98936,3.36,0.78,13.9,7
0.22,0.28,0.056,143.0,0.9983,2.99,0.3,9.2,6
0.19,0.4,0.055,103.0,0.99532,2.98,0.56,10.5,6
0.24,0.3,0.042,179.0,0.99189,3.04,0.59,11.3,8
0.17,0.34,0.04,111.0,0.99,3.24,0.45,12.9,6
0.3,0.31,0.035,106.0,0.98914,3.26,0.39,12.9,7
0.29,0.41,0.046,171.0,0.99537,3.12,0.51,9.6,5
0.19,0.34,0.04,108.0,0.99,3.25,0.45,12.9,6
0.17,0.34,0.04,111.0,0.99,3.24,0.45,12.9,6
0.24,0.27,0.047,219.0,0.99742,3.04,0.45,8.8,5
0.16,0.36,0.031,93.0,0.98884,3.23,0.34,13.2,8
0.22,0.28,0.056,143.0,0.9983,2.99,0.3,9.2,6
0.24,0.3,0.042,179.0,0.99189,3.04,0.59,11.3,8
0.19,0.4,0.055,103.0,0.99532,2.98,0.56,10.5,6
0.16,0.36,0.045,131.0,0.99284,3.3,0.59,10.5,6
0.3,0.27,0.038,97.0,0.99026,3.2,0.6,12.6,8
0.22,0.19,0.064,191.0,0.99297,3.05,0.5,9.5,6
0.36,0.45,0.06,184.0,0.99711,3.31,0.56,9.8,6
0.37,0.24,0.032,86.0,0.98934,3.04,0.26,13.4,8
0.31,0.24,0.037,150.0,0.9913,3.05,0.44,11.8,7
0.36,0.45,0.06,184.0,0.99711,3.31,0.56,9.8,6
0.32,0.28,0.039,94.0,0.98964,3.22,0.57,13.1,7
0.3,0.27,0.038,97.0,0.99026,3.2,0.6,12.6,8
0.22,0.3,0.047,131.0,0.992,3.26,0.45,10.4,5
0.45,0.27,0.033,102.0,0.98944,3.22,0.27,13.4,8
0.36,0.26,0.035,88.0,0.99031,3.06,0.27,13.0,7
0.37,0.24,0.032,86.0,0.98934,3.04,0.26,13.4,8
0.21,0.32,0.056,113.0,0.99393,3.11,0.52,10.2,7
0.28,0.33,0.039,98.0,0.9904,3.07,0.39,11.7,6
0.22,0.19,0.064,191.0,0.99297,3.05,0.5,9.5,6
0.2,0.2,0.036,83.0,0.99088,3.03,0.46,11.7,6
0.28,0.31,0.041,81.0,0.99254,3.04,0.47,11.4,8
0.31,0.24,0.037,150.0,0.9913,3.05,0.44,11.8,7
0.2,0.44,0.057,111.0,0.99158,3.09,0.32,11.2,6
0.28,0.27,0.036,134.0,0.99408,3.19,0.44,13.0,7
0.28,0.27,0.036,134.0,0.99408,3.19,0.44,13.0,7
0.24,0.36,0.042,123.0,0.99473,3.34,0.52,10.9,6
0.22,0.28,0.042,102.0,0.98998,3.14,0.37,11.6,7
0.24,0.28,0.038,134.0,0.99146,3.3,0.54,11.3,7
0.43,1.0,0.032,164.0,0.99742,3.29,0.5,12.0,6
0.3,0.36,0.052,141.0,0.99273,3.38,0.53,10.5,6
0.33,0.3,0.036,124.0,0.98922,3.31,0.4,13.1,7
0.28,0.27,0.036,134.0,0.99408,3.19,0.44,13.0,7
0.24,0.36,0.042,123.0,0.99473,3.34,0.52,10.9,6
0.29,0.45,0.054,181.0,0.99869,3.14,0.57,9.1,5
0.33,0.31,0.04,93.0,0.9896,3.18,0.48,13.4,7
0.16,0.34,0.029,133.0,0.99108,3.33,0.64,11.5,7
0.2,0.32,0.031,118.0,0.99134,3.38,0.68,11.2,7
0.33,0.28,0.042,155.0,0.99385,3.36,0.57,10.9,6
0.36,0.28,0.036,115.0,0.98936,3.19,0.44,13.5,7
0.29,0.45,0.054,181.0,0.99869,3.14,0.57,9.1,5
0.26,0.25,0.046,179.0,0.99606,3.17,0.55,9.9,6
0.22,0.24,0.041,167.0,0.99508,2.98,0.56,10.5,6
0.19,0.28,0.046,90.0,0.99038,3.18,0.51,11.7,7
0.21,0.31,0.043,117.0,0.99158,3.49,0.68,11.0,6
0.35,0.28,0.032,63.0,0.9932,2.99,0.43,13.0,6
0.38,0.23,0.03,95.0,0.99164,2.93,0.41,13.6,6
0.19,0.33,0.031,87.0,0.98987,3.08,0.62,12.3,7
0.33,0.34,0.044,171.0,0.98947,3.25,0.53,13.3,7
0.29,0.29,0.036,102.0,0.98819,3.08,0.42,13.7,7
0.2,0.41,0.05,131.0,0.99133,3.19,0.52,11.1,5
0.33,0.62,0.038,132.0,0.99143,3.23,0.43,13.4,7
0.23,0.15,0.048,207.0,0.99571,3.05,0.3,9.1,5
0.23,0.24,0.038,152.0,0.99139,3.31,0.5,11.3,7
0.32,0.41,0.048,178.0,0.99537,3.2,0.46,9.4,5
0.23,0.15,0.048,207.0,0.99571,3.05,0.3,9.1,5
0.36,0.27,0.028,132.0,0.99186,3.37,0.4,11.6,6
0.36,0.27,0.028,132.0,0.99186,3.37,0.4,11.6,6
0.27,0.28,0.024,128.0,0.98984,3.01,0.35,12.4,6
0.23,0.29,0.053,146.0,0.9963,3.11,0.32,9.8,6
0.75,0.13,0.036,50.0,0.99312,3.09,0.25,11.1,4
0.35,0.27,0.034,134.0,0.9897,3.26,0.38,13.1,7
0.31,0.35,0.046,178.0,0.9955,3.14,0.53,9.7,5
0.28,0.44,0.048,179.0,0.99528,3.15,0.48,9.2,5
0.23,0.46,0.036,85.0,0.99279,3.1,0.78,11.7,6
0.22,0.3,0.045,136.0,0.99704,3.14,0.37,10.6,6
0.31,0.35,0.046,178.0,0.9955,3.14,0.53,9.7,5
0.28,0.44,0.048,179.0,0.99528,3.15,0.48,9.2,5
0.24,0.28,0.032,92.0,0.9914,3.1,0.39,10.9,6
0.27,0.47,0.146,105.0,0.99224,3.23,0.51,10.1,5
0.28,0.25,0.029,128.0,0.99074,3.17,0.44,12.2,7
0.27,0.31,0.031,80.0,0.98892,3.03,0.33,12.7,6
0.28,0.25,0.024,99.0,0.98959,2.98,0.37,13.0,6
0.26,0.27,0.03,123.0,0.99212,3.16,0.33,11.2,6
0.23,0.37,0.036,153.0,0.99576,3.2,0.48,9.4,6
0.33,0.2,0.031,159.0,0.9919,3.41,0.53,11.0,6
0.33,0.2,0.031,159.0,0.9919,3.41,0.53,11.0,6
0.2,0.29,0.039,237.0,1.00037,3.1,0.48,9.2,6
0.23,0.37,0.036,153.0,0.99576,3.2,0.48,9.4,6
0.2,0.29,0.039,237.0,1.00037,3.1,0.48,9.2,6
0.47,0.19,0.029,142.0,0.992,3.22,0.45,12.3,6
0.33,0.2,0.031,159.0,0.9919,3.41,0.53,11.0,6
0.14,0.32,0.022,116.0,0.99218,3.04,0.67,10.0,6
0.22,0.22,0.044,110.0,0.99855,3.24,0.48,9.0,6
0.22,0.22,0.044,110.0,0.99855,3.24,0.48,9.0,6
0.22,0.22,0.044,110.0,0.99855,3.24,0.48,9.0,6
0.2,0.28,0.023,87.0,0.99062,2.92,0.36,11.1,6
0.14,0.15,0.042,123.0,0.99362,3.06,0.6,9.9,6
0.21,0.21,0.037,112.0,0.99324,3.66,0.48,12.2,7
0.2,0.28,0.023,87.0,0.99062,2.92,0.36,11.1,6
0.22,0.22,0.044,110.0,0.99855,3.24,0.48,9.0,6
0.34,0.24,0.031,34.0,0.99098,3.01,0.36,11.8,4
0.64,0.28,0.032,78.0,0.99036,3.11,0.62,12.9,6
0.48,0.12,0.05,86.0,0.99398,2.86,0.35,9.0,5
0.37,0.34,0.028,162.0,0.9903,3.01,0.33,12.4,6
0.48,0.12,0.05,86.0,0.99398,2.86,0.35,9.0,5
0.64,0.28,0.032,78.0,0.99036,3.11,0.62,12.9,6
0.25,0.27,0.036,85.0,0.99406,2.99,0.36,11.2,6
0.38,0.28,0.029,112.0,0.9906,3.0,0.41,12.6,6
0.26,0.27,0.031,80.0,0.99089,3.12,0.39,11.5,6
0.15,0.34,0.035,93.0,0.99096,3.07,0.72,11.3,7
0.25,0.27,0.036,85.0,0.99406,2.99,0.36,11.2,6
0.26,0.27,0.031,80.0,0.99089,3.12,0.39,11.5,6
0.655,0.0,0.033,31.0,0.9936,3.32,0.51,10.5,4
0.38,0.28,0.029,112.0,0.9906,3.0,0.41,12.6,6
0.31,0.4,0.027,87.0,0.9911,3.15,0.48,11.9,6
0.17,0.21,0.036,119.0,0.99396,3.18,0.52,10.1,6
0.18,0.28,0.027,112.0,0.99089,3.15,0.45,11.0,7
0.28,0.36,0.048,161.0,0.9968,3.14,0.56,10.6,5
0.23,0.27,0.035,120.0,0.99138,3.04,0.59,11.3,7
0.22,0.22,0.038,124.0,0.99098,3.1,0.37,11.2,4
